source_url,route_or_template,http_behavior,indexability,canonical_url,sitemap,internal_link_sources,search_intent,preferred_destination,proposed_disposition,reason,architecture_class
/locations,app/locations/page.tsx,200,"index,follow",https://shalean.co.za/locations,yes,services hub; breadcrumbs; footer,location directory,/locations,KEEP,Phase-2 location index; proposed spine parent,locations
/locations/bantry-bay-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/bantry-bay-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/bantry-bay-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/bergvliet-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/bergvliet-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/bergvliet-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/camps-bay-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/camps-bay-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/camps-bay-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/claremont-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/claremont-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/claremont-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/fresnaye-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/fresnaye-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/fresnaye-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/gardens-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/gardens-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/gardens-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/green-point-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/green-point-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/green-point-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/kenilworth-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/kenilworth-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/kenilworth-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/newlands-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/newlands-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/newlands-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/observatory-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/observatory-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/observatory-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/plumstead-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/plumstead-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/plumstead-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/rondebosch-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/rondebosch-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/rondebosch-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/rosebank-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/rosebank-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/rosebank-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/sea-point-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/sea-point-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/sea-point-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/tamboerskloof-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/tamboerskloof-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/tamboerskloof-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/vredehoek-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/vredehoek-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/vredehoek-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/woodstock-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/woodstock-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/woodstock-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/wynberg-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/wynberg-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/wynberg-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/zonnebloem-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/zonnebloem-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/zonnebloem-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/constantia-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/constantia-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/constantia-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/table-view-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/table-view-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/table-view-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/durbanville-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/durbanville-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/durbanville-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/bellville-cleaning-services,app/locations/[slug]/page.tsx,200,"index,follow",https://shalean.co.za/locations/bellville-cleaning-services,yes,services pages; nearby hubs; /locations,local commercial suburb,/locations/bellville-cleaning-services,KEEP,Sole proposed location spine hub,locations
/locations/cape-town-cleaning-services,app/locations/cape-town-cleaning-services/page.tsx,308,n/a,https://shalean.co.za/locations,no,legacy alias,city directory,/locations,301_REDIRECT,permanentRedirect to /locations,locations
/services,app/services/page.tsx,200,"index,follow",https://shalean.co.za/services,yes,hub; nav/footer; homepage (partial),commercial service,/services,KEEP,services catalogue hub,services
/services/standard-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/standard-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/standard-cleaning-cape-town,KEEP,indexed money page (GSC),services
/services/deep-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/deep-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/deep-cleaning-cape-town,IMPROVE,core money page; GSC not indexed — content/link remediation,services
/services/move-out-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/move-out-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/move-out-cleaning-cape-town,IMPROVE,core money page; GSC not indexed — claim/content remediation,services
/services/office-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/office-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/office-cleaning-cape-town,IMPROVE,core money page; thin linking + weaker differentiation,services
/services/airbnb-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/airbnb-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/airbnb-cleaning-cape-town,IMPROVE,core money page; area-410 residue + claim soft remediation,services
/services/carpet-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/carpet-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/carpet-cleaning-cape-town,KEEP,indexed money page (GSC),services
/services/window-cleaning-cape-town,app/services/[service]/page.tsx,200,"index,follow",https://shalean.co.za/services/window-cleaning-cape-town,yes,hub; nav/footer; homepage (partial),commercial service,/services/window-cleaning-cape-town,IMPROVE,restored after phase-1 410; homepage link gap,services
/location,proxy.ts isSeoRebuildGonePath,410,n/a,,no,retired,n/a,,410_REMOVE,permanent gone path,location-singular
/location/cape-town/bantry-bay,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/bantry-bay-cleaning-services,no,legacy WP/.com,local commercial,/locations/bantry-bay-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/bergvliet,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/bergvliet-cleaning-services,no,legacy WP/.com,local commercial,/locations/bergvliet-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/camps-bay,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/camps-bay-cleaning-services,no,legacy WP/.com,local commercial,/locations/camps-bay-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/claremont,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/claremont-cleaning-services,no,legacy WP/.com,local commercial,/locations/claremont-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/fresnaye,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/fresnaye-cleaning-services,no,legacy WP/.com,local commercial,/locations/fresnaye-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/gardens,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/gardens-cleaning-services,no,legacy WP/.com,local commercial,/locations/gardens-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/green-point,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/green-point-cleaning-services,no,legacy WP/.com,local commercial,/locations/green-point-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/kenilworth,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/kenilworth-cleaning-services,no,legacy WP/.com,local commercial,/locations/kenilworth-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/newlands,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/newlands-cleaning-services,no,legacy WP/.com,local commercial,/locations/newlands-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/observatory,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/observatory-cleaning-services,no,legacy WP/.com,local commercial,/locations/observatory-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/plumstead,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/plumstead-cleaning-services,no,legacy WP/.com,local commercial,/locations/plumstead-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/rondebosch,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/rondebosch-cleaning-services,no,legacy WP/.com,local commercial,/locations/rondebosch-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/rosebank,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/rosebank-cleaning-services,no,legacy WP/.com,local commercial,/locations/rosebank-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/sea-point,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/sea-point-cleaning-services,no,legacy WP/.com,local commercial,/locations/sea-point-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/tamboerskloof,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/tamboerskloof-cleaning-services,no,legacy WP/.com,local commercial,/locations/tamboerskloof-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/vredehoek,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/vredehoek-cleaning-services,no,legacy WP/.com,local commercial,/locations/vredehoek-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/woodstock,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/woodstock-cleaning-services,no,legacy WP/.com,local commercial,/locations/woodstock-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/wynberg,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/wynberg-cleaning-services,no,legacy WP/.com,local commercial,/locations/wynberg-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/zonnebloem,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/zonnebloem-cleaning-services,no,legacy WP/.com,local commercial,/locations/zonnebloem-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/constantia,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/constantia-cleaning-services,no,legacy WP/.com,local commercial,/locations/constantia-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/table-view,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/table-view-cleaning-services,no,legacy WP/.com,local commercial,/locations/table-view-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/durbanville,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/durbanville-cleaning-services,no,legacy WP/.com,local commercial,/locations/durbanville-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/bellville,proxy resolveLegacySingularLocation,308,n/a,https://shalean.co.za/locations/bellville-cleaning-services,no,legacy WP/.com,local commercial,/locations/bellville-cleaning-services,301_REDIRECT,one-hop to locations spine,location-singular
/location/cape-town/{non-hub},proxy resolveLegacySingularLocation,410,n/a,,no,residual crawl,local,,410_REMOVE,no catalogue hub match,location-singular
/location/{non-ct-city}/{suburb},proxy resolveLegacySingularLocation,410,n/a,,no,retired metro,local,,410_REMOVE,non-Cape Town retired,location-singular
/growth/local,proxy isSeoRebuildGonePath,410,n/a,,no,retired growth,n/a,,410_REMOVE,permanent gone,growth-local
/growth/local/deep-cleaning/bantry-bay,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bantry-bay-cleaning-services,no,legacy growth,commercial local,/locations/bantry-bay-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/bergvliet,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bergvliet-cleaning-services,no,legacy growth,commercial local,/locations/bergvliet-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/camps-bay,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/camps-bay-cleaning-services,no,legacy growth,commercial local,/locations/camps-bay-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/claremont,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/claremont-cleaning-services,no,legacy growth,commercial local,/locations/claremont-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/fresnaye,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/fresnaye-cleaning-services,no,legacy growth,commercial local,/locations/fresnaye-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/gardens,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/gardens-cleaning-services,no,legacy growth,commercial local,/locations/gardens-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/green-point,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/green-point-cleaning-services,no,legacy growth,commercial local,/locations/green-point-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/kenilworth,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/kenilworth-cleaning-services,no,legacy growth,commercial local,/locations/kenilworth-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/newlands,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/newlands-cleaning-services,no,legacy growth,commercial local,/locations/newlands-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/observatory,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/observatory-cleaning-services,no,legacy growth,commercial local,/locations/observatory-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/plumstead,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/plumstead-cleaning-services,no,legacy growth,commercial local,/locations/plumstead-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/rondebosch,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/rondebosch-cleaning-services,no,legacy growth,commercial local,/locations/rondebosch-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/rosebank,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/rosebank-cleaning-services,no,legacy growth,commercial local,/locations/rosebank-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/sea-point,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/sea-point-cleaning-services,no,legacy growth,commercial local,/locations/sea-point-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/tamboerskloof,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/tamboerskloof-cleaning-services,no,legacy growth,commercial local,/locations/tamboerskloof-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/vredehoek,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/vredehoek-cleaning-services,no,legacy growth,commercial local,/locations/vredehoek-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/woodstock,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/woodstock-cleaning-services,no,legacy growth,commercial local,/locations/woodstock-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/wynberg,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/wynberg-cleaning-services,no,legacy growth,commercial local,/locations/wynberg-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
